iter	Passed	Remaining
0	7	283
1	9	180
2	12	157
3	18	162
4	24	172
5	25	146
6	32	155
7	39	158
8	44	152
9	49	149
10	57	150
11	57	134
12	62	130
13	70	130
14	77	128
15	83	125
16	90	122
17	95	117
18	102	112
19	107	107
20	115	104
21	120	98
22	125	92
23	131	87
24	136	81
25	140	75
26	144	69
27	151	64
28	155	59
29	159	53
30	160	46
31	166	41
32	168	35
33	173	30
34	179	25
35	184	20
36	189	15
37	194	10
38	200	5
39	204	0
